"","scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","id_please","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","private_place_guess","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","out_of_range","user_id","created_at","updated_at","quality_grade","license","sound_url","oauth_application_id","captive_cultivated"
"11","Esox lucius","2018-02-04 00:00:00 -0500","","St-Paul île aux noix",45.129784,-73.272393,NA,"Northern Pike","https://www.inaturalist.org/observations/9731538","https://static.inaturalist.org/photos/13315394/medium.jpeg?1517775411","alexislifers",9731538,"Northern Pike","Actinopterygii",55387,"false",1,0,"2018-02-04","2018-02-04","","Eastern Time (US & Canada)",93,"",NA,"","false","","","true",757801,"2018-02-04 20:16:54 UTC","2018-02-04 22:55:27 UTC","casual","CC-BY-NC",NA,NA,"true"
"12","Esox lucius","2018-02-04 10:39:35 -0500","","1–99 Av André-Gagnon, Saint-Paul-de-l'Île-aux-Noix, QC, CA",45.1296369424,-73.2721973958,NA,"Northern Pike","https://www.inaturalist.org/observations/9730244","https://static.inaturalist.org/photos/13315250/medium.jpg?1517775111","alexislifers",9730244,"Northern Pike","Actinopterygii",55387,"false",1,0,"Sun Feb 04 2018 10:39:35 GMT-0500 (GMT-5)","2018-02-04","2018-02-04 15:39:35 UTC","Bogota",125,"",NA,"","false","","","true",757801,"2018-02-04 18:36:43 UTC","2018-02-04 22:56:09 UTC","research","CC-BY-NC",NA,3,"false"
"13","Perca flavescens","2018-02-04 09:16:47 -0500","","1–99 Av André-Gagnon, Saint-Paul-de-l'Île-aux-Noix, QC, CA",45.1295601969,-73.2709699694,NA,"Yellow Perch","https://www.inaturalist.org/observations/9730226","https://static.inaturalist.org/photos/13313247/medium.jpg?1517769312","alexislifers",9730226,"Yellow Perch","Actinopterygii",58627,"false",1,0,"Sun Feb 04 2018 09:16:47 GMT-0500 (GMT-5)","2018-02-04","2018-02-04 14:16:47 UTC","Bogota",133,"",NA,"","false","","","true",757801,"2018-02-04 18:35:10 UTC","2018-02-04 22:55:54 UTC","research","CC-BY-NC",NA,3,"false"
"14","Percina caprodes","2018-02-03 11:57:51 -0500","","Roussillon, CA-QC, CA",45.4138203905,-73.4603741612,NA,"Common Logperch","https://www.inaturalist.org/observations/9716942","https://static.inaturalist.org/photos/13289900/medium.jpg?1517677379","alexislifers",9716942,"Common Logperch","Actinopterygii",58626,"false",2,0,"Sat Feb 03 2018 11:57:51 GMT-0500 (GMT-5)","2018-02-03","2018-02-03 16:57:51 UTC","Bogota",287,"",NA,"","false","","","true",757801,"2018-02-03 17:02:58 UTC","2018-03-21 01:39:40 UTC","research","CC-BY-NC",NA,3,"false"
"15","Micropterus salmoides","2018-02-03 11:58:21 -0500","","La Prairie, La Prairie, QC, CA",45.4093509698,-73.4544642713,NA,"Largemouth Bass","https://www.inaturalist.org/observations/9716916","https://static.inaturalist.org/photos/13289860/medium.jpg?1517677198","alexislifers",9716916,"Largemouth Bass","Actinopterygii",49587,"false",2,0,"Sat Feb 03 2018 11:58:21 GMT-0500 (GMT-5)","2018-02-03","2018-02-03 16:58:21 UTC","Bogota",1782,"",NA,"","false","","","true",757801,"2018-02-03 16:59:56 UTC","2018-03-21 01:37:21 UTC","research","CC-BY-NC",NA,3,"false"
"16","Ambloplites rupestris","2018-02-03 11:50:13 -0500","","Rivière Richelieu, Saint-Jean-sur-Richelieu, QC, CA",45.3449331528,-73.2642586028,NA,"Rock Bass","https://www.inaturalist.org/observations/9716882","https://static.inaturalist.org/photos/13289793/medium.jpg?1517676901","alexislifers",9716882,"Rock Bass","Actinopterygii",58637,"false",2,0,"Sat Feb 03 2018 11:50:13 GMT-0500 (GMT-5)","2018-02-03","2018-02-03 16:50:13 UTC","Bogota",664,"",NA,"","false","","","true",757801,"2018-02-03 16:54:59 UTC","2018-02-09 13:43:04 UTC","research","CC-BY-NC",NA,3,"false"
"17","Lepomis gibbosus","2018-02-03 11:50:23 -0500","","La Prairie, La Prairie, QC, CA",45.4103019753,-73.4496239459,NA,"Pumpkinseed","https://www.inaturalist.org/observations/9716875","https://static.inaturalist.org/photos/13289774/medium.jpg?1517676845","alexislifers",9716875,"Pumpkinseed","Actinopterygii",49614,"false",2,0,"Sat Feb 03 2018 11:50:23 GMT-0500 (GMT-5)","2018-02-03","2018-02-03 16:50:23 UTC","Bogota",590,"",NA,"","false","","","true",757801,"2018-02-03 16:54:03 UTC","2018-02-05 13:32:42 UTC","research","CC-BY-NC",NA,3,"false"
"18","Culaea inconstans","2018-02-03 11:50:37 -0500","","Varennes, Varennes, QC, CA",45.6969491703,-73.3345459363,NA,"Brook stickleback","https://www.inaturalist.org/observations/9716869","https://static.inaturalist.org/photos/13289766/medium.jpg?1517676764","alexislifers",9716869,"Brook stickleback","Actinopterygii",58639,"false",2,0,"Sat Feb 03 2018 11:50:37 GMT-0500 (GMT-5)","2018-02-03","2018-02-03 16:50:37 UTC","Bogota",203,"",NA,"","false","","","true",757801,"2018-02-03 16:52:41 UTC","2018-02-05 13:32:55 UTC","research","CC-BY-NC",NA,3,"false"
"19","Rhinichthys cataractae","2018-03-11 15:49:47 -0300",NA,"1360 Rue Saint-Pierre O, Saint-Hyacinthe, QC, CA",45.6209216667,-72.9402383333,NA,"Longnose Dace","https://www.inaturalist.org/observations/14810623","https://static.inaturalist.org/photos/22110357/medium.jpg?1532742065","guill38",14810623,"naseux des rapides","Actinopterygii",111654,"false",2,0,"Sun Mar 11 2018 15:49:47 GMT-0400 (GMT-4)","2018-03-11","2018-03-11 18:49:47 UTC","Atlantic Time (Canada)",5,NA,NA,"","false","","","true",1103614,"2018-07-28 01:40:56 UTC","2019-01-13 21:31:33 UTC","research","",NA,3,"false"
"20","Semotilus atromaculatus","2018-03-31 01:06:00 -0400",NA,"Delson, QC, Canada",45.3668230655,-73.5411916673,NA,"Creek Chub","https://www.inaturalist.org/observations/10769450","https://static.inaturalist.org/photos/15060639/medium.jpg?1523423213","bradleyfishes",10769450,"Mulet à cornes","Actinopterygii",58662,"false",2,0,"2018/03/31 1:06 AM EDT","2018-03-31","2018-03-31 05:06:00 UTC","Eastern Time (US & Canada)",2,NA,NA,"","false","","","true",641347,"2018-04-11 05:08:38 UTC","2018-04-14 14:05:49 UTC","research","CC-BY-NC",NA,NA,"false"
"21","Amphilophus citrinellus","2018-03-30 19:12:18 -0300",NA,"1142 Smythe St, Fredericton, NB E3B 3H5, Canada",45.9434484319,-66.6672025993,NA,"Midas Cichlid","https://www.inaturalist.org/observations/10515250","https://static.inaturalist.org/photos/14631252/medium.jpeg?1522449233","amalthea",10515250,"Midas Cichlid","Actinopterygii",208884,"false",0,0,"2018-03-30 7:12:18 PM ADT","2018-03-30","2018-03-30 22:12:18 UTC","Atlantic Time (Canada)",43,NA,NA,"","false","gps","gps","",798478,"2018-03-30 22:33:49 UTC","2018-03-30 22:33:57 UTC","casual","",NA,2,"true"
"22","Culaea inconstans","2018-03-24 17:15:00 -0400",NA,"La Prairie, QC, Canada",45.4043256763,-73.4661929968,NA,"Brook stickleback","https://www.inaturalist.org/observations/10403244","https://static.inaturalist.org/photos/14445443/medium.jpeg?1521938385","alexislifers",10403244,"Brook stickleback","Actinopterygii",58639,"false",3,0,"2018/03/24 5:15 PM EDT","2018-03-24","2018-03-24 21:15:00 UTC","Eastern Time (US & Canada)",31,NA,NA,"","false","","","true",757801,"2018-03-25 00:40:34 UTC","2018-03-31 23:00:51 UTC","research","CC-BY-NC",NA,NA,"false"
"23","Lota lota","2018-03-21 18:43:26 -0300",NA,"Ferme-Neuve, Ferme-Neuve, QC, CA",46.9228135053,-75.5562522131,NA,"Burbot","https://www.inaturalist.org/observations/10383430","https://static.inaturalist.org/photos/14411540/medium.jpg?1521848945","laurentpicard",10383430,"lotte","Actinopterygii",104813,"false",4,0,"Wed Mar 21 2018 18:43:26 GMT-0400 (GMT-4)","2018-03-21","2018-03-21 21:43:26 UTC","Atlantic Time (Canada)",4926,NA,NA,"open","false","","","true",616730,"2018-03-23 23:48:49 UTC","2019-03-01 01:47:09 UTC","research","",NA,3,"false"
"24","Fundulus diaphanus","2018-03-23 17:20:06 -0300",NA,"1894–2046 Ch de Saint-Jean, La Prairie, QC, CA",45.4050822693,-73.4669847633,NA,"banded killifish","https://www.inaturalist.org/observations/10381938","https://static.inaturalist.org/photos/14408829/medium.jpg?1521843266","alexislifers",10381938,"banded killifish","Actinopterygii",101053,"false",2,0,"Fri Mar 23 2018 17:20:06 GMT-0400 (GMT-4)","2018-03-23","2018-03-23 20:20:06 UTC","Atlantic Time (Canada)",61,NA,NA,"open","false","","","true",757801,"2018-03-23 22:14:23 UTC","2018-03-26 12:11:43 UTC","research","CC-BY-NC",NA,3,"false"
"25","Umbra limi","2018-03-23 17:09:38 -0300",NA,"2043–2049 Ch de Saint-Jean, La Prairie, QC, CA",45.4050850901,-73.4666838486,NA,"Central Mudminnow","https://www.inaturalist.org/observations/10381921","https://static.inaturalist.org/photos/14408801/medium.jpg?1521843193","alexislifers",10381921,"Central Mudminnow","Actinopterygii",58646,"false",2,0,"Fri Mar 23 2018 17:09:38 GMT-0400 (GMT-4)","2018-03-23","2018-03-23 20:09:38 UTC","Atlantic Time (Canada)",24,NA,NA,"","false","","","true",757801,"2018-03-23 22:13:11 UTC","2018-03-26 12:06:31 UTC","research","CC-BY-NC",NA,3,"false"
"26","Perca flavescens","2018-03-18 16:00:42 -0300",NA,"1–99 Av André-Gagnon, Saint-Paul-de-l'Île-aux-Noix, QC, CA",45.1296773847,-73.2733628166,NA,"Yellow Perch","https://www.inaturalist.org/observations/10299723","https://static.inaturalist.org/photos/14265859/medium.jpg?1521415042","alexislifers",10299723,"Yellow Perch","Actinopterygii",58627,"false",3,0,"Sun Mar 18 2018 16:00:42 GMT-0400 (GMT-4)","2018-03-18","2018-03-18 19:00:42 UTC","Atlantic Time (Canada)",76,NA,NA,"open","false","","","true",757801,"2018-03-18 23:17:19 UTC","2019-02-28 20:20:20 UTC","research","CC-BY-NC",NA,3,"false"
"27","Perca flavescens","2018-03-11 17:27:58 -0300",NA,"23–599 Ch de la Rive, Longueuil, QC, CA",45.5407996172,-73.5137691751,NA,"Yellow Perch","https://www.inaturalist.org/observations/10194681","https://static.inaturalist.org/photos/14081527/medium.jpg?1520817697","alexislifers",10194681,"Yellow Perch","Actinopterygii",58627,"false",2,0,"Sun Mar 11 2018 17:27:58 GMT-0400 (GMT-4)","2018-03-11","2018-03-11 20:27:58 UTC","Atlantic Time (Canada)",43,NA,NA,"open","false","","","true",757801,"2018-03-12 01:21:35 UTC","2019-02-28 20:20:22 UTC","research","CC-BY-NC",NA,3,"false"
"28","Semotilus atromaculatus","2018-03-05 11:49:21 -0500",NA,"Saint-Amable, Saint-Amable, QC, CA",45.656959659,-73.3062438622,NA,"Creek Chub","https://www.inaturalist.org/observations/10106763","https://static.inaturalist.org/photos/13930833/medium.jpg?1520296387","alexislifers",10106763,"Semotilus atromaculatus","Actinopterygii",58662,"false",2,0,"Mon Mar 05 2018 11:49:21 GMT-0500 (GMT-5)","2018-03-05","2018-03-05 16:49:21 UTC","Bogota",40216,NA,NA,"","false","","","true",757801,"2018-03-06 00:33:05 UTC","2018-03-24 05:29:00 UTC","research","CC-BY-NC",NA,3,"false"
"29","Culaea inconstans","2018-03-05 11:42:34 -0500",NA,"Verchères, Verchères, QC, CA",45.696305328,-73.3149405556,NA,"Brook stickleback","https://www.inaturalist.org/observations/10106758","https://static.inaturalist.org/photos/13930823/medium.jpg?1520296331","alexislifers",10106758,"Brook stickleback","Actinopterygii",58639,"false",2,0,"Mon Mar 05 2018 11:42:34 GMT-0500 (GMT-5)","2018-03-05","2018-03-05 16:42:34 UTC","Bogota",3249,NA,NA,"","false","","","true",757801,"2018-03-06 00:32:02 UTC","2018-03-08 01:19:27 UTC","research","CC-BY-NC",NA,3,"false"
"30","Perca flavescens","2018-03-04 12:21:42 -0500",NA,"La Prairie, La Prairie, QC, CA",45.4015344917,-73.4513631332,NA,"Yellow Perch","https://www.inaturalist.org/observations/10089033","https://static.inaturalist.org/photos/13898853/medium.jpg?1520196572","alexislifers",10089033,"Yellow Perch","Actinopterygii",58627,"false",3,0,"Sun Mar 04 2018 12:21:42 GMT-0500 (GMT-5)","2018-03-04","2018-03-04 17:21:42 UTC","Bogota",6222,NA,NA,"open","false","","","true",757801,"2018-03-04 20:49:30 UTC","2019-02-28 20:20:23 UTC","research","CC-BY-NC",NA,3,"false"
"31","Perca flavescens","2018-03-03 12:33:26 -0500",NA,"1728 Rue du Beau-Rivage, Saint-Jean-sur-Richelieu, QC, CA",45.3785279821,-73.2562849158,NA,"Yellow Perch","https://www.inaturalist.org/observations/10071630","https://static.inaturalist.org/photos/13867886/medium.jpg?1520106945","alexislifers",10071630,"Yellow Perch","Actinopterygii",58627,"false",3,0,"Sat Mar 03 2018 12:33:26 GMT-0500 (GMT-5)","2018-03-03","2018-03-03 17:33:26 UTC","Bogota",663,NA,NA,"open","false","","","true",757801,"2018-03-03 19:55:42 UTC","2019-02-28 20:20:24 UTC","research","CC-BY-NC",NA,3,"false"
"32","Cyprinella spiloptera","2018-04-11 08:05:27 -0300","","Saint-Simon, Saint-Simon, QC, CA",45.7786027473,-72.8740083123,NA,"Spotfin Shiner","https://www.inaturalist.org/observations/14810577","https://static.inaturalist.org/photos/22110295/medium.jpg?1532742002","guill38",14810577,"Spotfin Shiner","Actinopterygii",98910,"false",3,0,"Wed Apr 11 2018 08:05:27 GMT-0400 (GMT-4)","2018-04-11","2018-04-11 11:05:27 UTC","Atlantic Time (Canada)",3524,"","","open","false","","","true",1103614,"2018-07-28 01:39:59 UTC","2019-04-09 16:08:08 UTC","research","",NA,3,"false"
"33","Perca flavescens","2018-04-14 17:23:05 -0400","","Fletcher Wildlife Gardens, Ottawa, ON, CA",45.3859283333,-75.7005466667,NA,"Yellow Perch","https://www.inaturalist.org/observations/14246981","https://static.inaturalist.org/photos/21144387/medium.jpg?1531272439","wildcanada",14246981,"Yellow Perch","Actinopterygii",58627,"false",3,0,"Sat Apr 14 2018 17:23:05 GMT-0400 (EDT)","2018-04-14","2018-04-14 21:23:05 UTC","Eastern Time (US & Canada)",10,"","","open","false","","","true",725099,"2018-07-11 01:27:16 UTC","2019-02-28 20:18:06 UTC","research","",NA,3,"false"
"34","Salmo salar","2018-04-15 20:17:11 -0300","4” blue/white smelt tube fly","Cumberland, CA-NS, CA",45.7121085469,-63.5928562814,NA,"Atlantic Salmon","https://www.inaturalist.org/observations/13882679","https://static.inaturalist.org/photos/20499309/medium.jpg?1530275299","cicaska",13882679,"Atlantic Salmon","Actinopterygii",48648,"false",1,0,"Sun Apr 15 2018 20:17:11 GMT-0300 (ADT)","2018-04-15","2018-04-15 23:17:11 UTC","Atlantic Time (Canada)",111,"70 Kerrs Mill Rd, , NS, CA","","obscured","true","","","true",1053385,"2018-06-29 12:28:17 UTC","2018-06-29 20:35:46 UTC","research","",NA,3,"false"
"35","Hiodon tergisus","2018-04-29 21:42:00 -0400","","Saint-Ours, QC, Canada",45.8669357117,-73.1477129459,NA,"Mooneye","https://www.inaturalist.org/observations/12023581","https://static.inaturalist.org/photos/17232587/medium.jpg?1525225359","bradleyfishes",12023581,"Hiodon tergisus","Actinopterygii",102785,"false",2,0,"2018/04/29 9:42 PM EDT","2018-04-29","2018-04-30 01:42:00 UTC","Eastern Time (US & Canada)",15,"","","","false","","","true",641347,"2018-05-02 01:43:54 UTC","2018-05-05 02:16:34 UTC","research","CC-BY-NC",NA,NA,"false"
"36","Catostomus commersonii","2018-04-29 00:00:00 -0500","","9680 Avenue Radisson, Brossard, QC J4X 2W5, Canada",45.4319374825,-73.4838738665,NA,"White Sucker","https://www.inaturalist.org/observations/11935702","https://static.inaturalist.org/photos/17089469/medium.jpeg?1525130832","bradleyfishes",11935702,"meunier noir","Actinopterygii",81556,"false",3,0,"2018-04-29","2018-04-29","","Eastern Time (US & Canada)",688,"","","","false","gps","gps","true",641347,"2018-04-30 23:27:09 UTC","2018-05-05 02:16:49 UTC","research","CC-BY-NC",NA,2,"false"
"37","Hiodon tergisus","2018-04-29 14:30:00 -0400","Mooneye! Not entirely sure of location. ","Rouville Regional County Municipality, QC, Canada",45.4474587146,-73.2180534189,NA,"Mooneye","https://www.inaturalist.org/observations/11903087","https://static.inaturalist.org/photos/17040140/medium.jpg?1525113023","amiacalva33",11903087,"Mooneye","Actinopterygii",102785,"false",2,0,"2018/04/29 2:30 PM EDT","2018-04-29","2018-04-29 18:30:00 UTC","Eastern Time (US & Canada)",60918,"","","","false","","","true",793858,"2018-04-30 18:31:35 UTC","2018-05-02 19:34:48 UTC","research","CC-BY-NC",NA,NA,"false"
"38","Osmerus mordax","2018-04-30 01:07:46 -0400","","Canada",45.0388207305,-72.3897179989,NA,"Rainbow Smelt","https://www.inaturalist.org/observations/11856066","https://static.inaturalist.org/photos/16968607/medium.jpeg?1525070939","bradleyfishes",11856066,"éperlan arc-en-ciel","Actinopterygii",179504,"false",1,0,"2018-04-30 1:07:46 AM EDT","2018-04-30","2018-04-30 05:07:46 UTC","Eastern Time (US & Canada)",688,"125 Chemin du Grand-Bouvier, Austin, QC J0B 1B0, Canada","obscured","open","true","gps","gps","",641347,"2018-04-30 06:48:55 UTC","2018-05-27 01:46:10 UTC","research","CC-BY-NC",NA,2,"false"
"39","Perca flavescens","2018-04-28 12:32:46 -0400","Rideau River Provincial Park.  Two dead on beach along with numerous other fish.","Ottawa, ON, Canada",45.0578613281,-75.6694946289,NA,"Yellow Perch","https://www.inaturalist.org/observations/11704871","https://static.inaturalist.org/photos/16732223/medium.jpeg?1524969450","joshvw",11704871,"Yellow Perch","Actinopterygii",58627,"false",2,0,"2018-04-28 12:32:46 PM EDT","2018-04-28","2018-04-28 16:32:46 UTC","Eastern Time (US & Canada)",NA,"","","","false","gps","gps","true",110327,"2018-04-29 02:37:01 UTC","2018-04-29 12:27:33 UTC","research","CC-BY-NC-SA",NA,2,"false"
"40","Lepomis macrochirus","2018-04-28 12:34:02 -0400","Rideau River Provincial Park.  More than 30 dead on beach along with numerous other fish.","Ottawa, ON, Canada",45.0579109192,-75.6697692871,NA,"Bluegill","https://www.inaturalist.org/observations/11704834","https://static.inaturalist.org/photos/16732168/medium.jpeg?1524969425","joshvw",11704834,"Bluegill","Actinopterygii",49591,"false",2,0,"2018-04-28 12:34:02 PM EDT","2018-04-28","2018-04-28 16:34:02 UTC","Eastern Time (US & Canada)",NA,"","","","false","gps","gps","true",110327,"2018-04-29 02:36:36 UTC","2018-04-29 12:27:11 UTC","research","CC-BY-NC-SA",NA,2,"false"
"41","Lepomis gibbosus","2018-04-28 12:36:22 -0400","Rideau River Provincial Park.  About 20 dead on beach along with numerous other fish.","Ottawa, ON, Canada",45.0579109192,-75.6697692871,NA,"Pumpkinseed","https://www.inaturalist.org/observations/11704807","https://static.inaturalist.org/photos/16732110/medium.jpeg?1524969399","joshvw",11704807,"Pumpkinseed","Actinopterygii",49614,"false",2,0,"2018-04-28 12:36:22 PM EDT","2018-04-28","2018-04-28 16:36:22 UTC","Eastern Time (US & Canada)",NA,"","","","false","gps","gps","true",110327,"2018-04-29 02:36:18 UTC","2018-04-29 12:26:43 UTC","research","CC-BY-NC-SA",NA,2,"false"
"42","Micropterus salmoides","2018-04-28 12:37:33 -0400","Rideau River Provincial Park.  Four dead on beach along with numerous other fish.","Ottawa, ON, Canada",45.0579109192,-75.6697692871,NA,"Largemouth Bass","https://www.inaturalist.org/observations/11703835","https://static.inaturalist.org/photos/16730766/medium.jpeg?1524968825","joshvw",11703835,"Largemouth Bass","Actinopterygii",49587,"false",2,0,"2018-04-28 12:37:33 PM EDT","2018-04-28","2018-04-28 16:37:33 UTC","Eastern Time (US & Canada)",NA,"","","","false","gps","gps","true",110327,"2018-04-29 02:26:40 UTC","2018-04-29 12:26:26 UTC","research","CC-BY-NC-SA",NA,2,"false"
"43","Ameiurus nebulosus","2018-04-28 18:27:01 -0300","","La Berge, La Prairie, QC, CA",45.4313422669,-73.4848363248,NA,"Brown Bullhead","https://www.inaturalist.org/observations/11694832","https://static.inaturalist.org/photos/16716346/medium.jpg?1524963525","alexislifers",11694832,"Brown Bullhead","Actinopterygii",58654,"false",1,0,"Sat Apr 28 2018 18:27:01 GMT-0400 (GMT-4)","2018-04-28","2018-04-28 21:27:01 UTC","Atlantic Time (Canada)",371,"","","","false","","","true",757801,"2018-04-29 00:58:41 UTC","2018-04-29 04:12:52 UTC","research","CC-BY-NC",NA,3,"false"
"44","Etheostoma olmstedi","2018-04-28 16:26:18 -0300","","La Berge, La Prairie, QC, CA",45.4310551957,-73.4854245879,NA,"Tessellated Darter","https://www.inaturalist.org/observations/11694307","https://static.inaturalist.org/photos/16715464/medium.jpg?1524963177","alexislifers",11694307,"Tessellated Darter","Actinopterygii",100515,"false",1,0,"Sat Apr 28 2018 16:26:18 GMT-0400 (GMT-4)","2018-04-28","2018-04-28 19:26:18 UTC","Atlantic Time (Canada)",658,"","","","false","","","true",757801,"2018-04-29 00:52:49 UTC","2018-04-29 04:12:38 UTC","research","CC-BY-NC",NA,3,"false"
